ITEM #  LEVEL    PART NUMBER       DESCRIPTION                                   #USED
1505    ..3      H-22740-1.2       cabinet cable                                     1
1506    ...4     03-7520-2         tie wrap-nylon 3 7/8                             27
1507    ...4     5792-13355-16     conn-female wire mnt 0.165 ctr                    2
1508    ...4     5792-13355-18     conn-female wire mnt 0.165 ctr                    2
1509    ...4     5792-13355-20     conn-female wire mnt 0.165 ctr                    2
1510    ...4     5792-13355-22     conn-female wire mnt 0.165 ctr                    2
1511    ...4     RM-35-1           label-color code white                            1
1512    ...4     04-12742.1        cabinet wire & lug                                1
1513    ....5    5821-13771-02     socket-female minifit BMI                         0
1514    ....5    HW-30022-51       wire 22awg grn/brn                                0
1515    ....5    HW-30022-52       wire 22awg grn/red                                0
1516    ....5    HW-30022-53       wire 22awg grn/org                                0
1517    ....5    HW-30022-59       wire 22awg grn/wht                                0
1518    ....5    HW-30022-50       wire 22awg grn/blk                                0
1519    ....5    HW-30022-56       wire 22awg grn/blu                                0
1520    ....5    HW-30022-57       wire 22awg grn/vio                                0
1521    ....5    HW-30022-58       wire 22awg grn/gry                                0
1522    ....5    HW-30022-05       wire 22AWG blk/grn                                0
1523    ....5    HW-30022-06       wire 22awg blk/blu                                0
1524    ....5    HW-30022-84       wire 22awg gry/yel                                0
1525    ....5    HW-30022-91       wire 22awg wht/brn                                0
1526    ....5    HW-30022-92       wire 22awg wht/red                                0
1527    ....5    HW-30022-93       wire 22awg wht/org                                0
1528    ....5    HW-30022-94       wire 22awg wht/yel                                0
1529    ....5    HW-30022-95       wire 22awg wht/grn                                0
1530    ....5    HW-30022-96       wire 22awg wht/blu                                0
1531    ....5    HW-30022-97       wire 22awg wht/vio                                0
1532    ....5    HW-30022-98       wire 22awg wht/gry                                0
1533    ....5    HW-30022-08       wire 22awg blk/gry                                0
1534    ....5    HW-30022-07       wire 22awg blk/vio                                0
1535    ....5    HW-30022-0        wire 22awg black                                  0
1536    ....5    HW-30022-21       wire 22awg red/brn                                0
1537    ....5    HW-30022-20       wire 22awg red/blk                                0
1538    ....5    HW-30022-23       wire 22awg red/org                                0
1539    ....5    HW-30022-24       wire 22awg red/yel                                0
1540    ....5    HW-30022-25       wire 22awg red/brn                                0
1541    ....5    HW-30022-26       wire 22awg red/blu                                0
1542    ....5    HW-30022-27       wire 22awg red/vio                                0
1543    ....5    HW-30022-28       wire 22awg blk/gry                                0
1544    ....5    HW-30022-41       wire 22awg yel/brn                                0
1545    ....5    HW-30022-42       wire 22awg yel/red                                0
1546    ....5    HW-30022-43       wire 22awg yel/org                                0
1547    ....5    HW-30022-40       wire 22awg yel/blk                                0
1548    ....5    HW-30022-45       wire 22awg yel/grn                                0
1549    ....5    HW-30022-46       wire 22awg yel/blu                                0
1550    ....5    HW-30022-47       wire 22awg yel/vio                                0
1551    ....5    HW-30022-48       wire 22awg yel/gry                                0
1552    ....5    HW-30022-10       wire 22awg brn/blk                                0
1553    ....5    HW-30022-12       wire 22awg brn/red                                0
1554    ....5    HW-30022-13       wire 22awg brn/org                                0
1555    ....5    HW-30022-14       wire 22awg brn/yel                                0
1556    ....5    HW-30022-15       wire 22awg brn/grn                                0
1557    ....5    HW-30022-16       wire 22awg brn/blu                                0
1558    ....5    HW-30022-17       wire 22awg brn/vio                                0
1559    ....5    HW-30022-18       wire 22awg brn/gry                                0
1560    ....5    HW-30018-45       wire 18awg yel/grn                                0
1561    ....5    HW-30018-35       wire 18awg org/grn                                0
1562    ....5    HW-30018-46       wire 18awg yel/blu                                0
1563    ....5    HW-30018-36       wire 18awg org/blu                                0
1564    ....5    HW-30018-47       wire 18awg yel/vio                                0
1565    ....5    HW-30018-37       wire 18awg org/vio                                0
1566    ....5    HW-30018-48       wire 18awg yel/gry                                0
1567    ....5    HW-30018-38       wire 18awg org/gry                                0
1568    ....5    HW-30018-01       wire 18awg blk/brn                                0
1569    ....5    HW-30018-02       wire 18awg blk/red                                0
1570    ....5    HW-30018-10       wire 18awg brn/blk                                0
1571    ....5    HW-30018-12       wire 18awg brn/red                                0
1572    ....5    HW-30018-13       wire 18awg brn/org                                0
1573    ....5    HW-30018-14       wire 18awg brn/yel                                0
1574    ....5    HW-30018-15       wire 18awg brn/grn                                0
1575    ....5    HW-30018-16       wire 18awg brn/blu                                0
1576    ....5    HW-30018-17       wire 18awg brn/vio                                0
1577    ....5    HW-30018-18       wire 18awg brn/gry                                0
1578    ....5    HW-30018-03       wire 18awg blk/org                                0
1579    ....5    HW-30018-04       wire 18awg blk/yel                                0
1580    ..3      H-22740-3         pin 2k cabinet cable                              1
1581    ...4     03-7520-2         tie wrap-nylon 3 7/8                             32
1582    ...4     5791-13225-04     .084 plus housing 6 pin                           1
1583    ...4     5791-13225-06     .084 plus housing 6 pin                           1
1584    ...4     5791-13225-09     .084 plus housing 6 pin                           1
1585    ...4     5791-13225-15     "term 24-18, m&L female"                          1
1586    ...4     5792-13355-08     conn-female wire mnt 0.165 ctr                    1
1587    ...4     5792-13355-10     conn-female wire mnt 0.165 ctr                    1
1588    ...4     5792-13355-14     conn-female wire mnt 0.165 ctr                    1
1589    ...4     5792-13355-16     conn-female wire mnt 0.165 ctr                    1
1590    ...4     5792-13355-20     conn-female wire mnt 0.165 ctr                    1
1591    ...4     5792-13355-22     conn-female wire mnt 0.165 ctr                    1
1592    ...4     5792-13355-24     conn-female wire mnt 0.165 ctr                    3
1593    ...4     RM-35-1           label-color code white                            1
1594    ...4     04-12872          cabinet wires & lugs                              1
1595    ....5    5821-13771-02     socket-female minifit BMI                         0
1596    ....5    5820-13226-00     .084 male pin 14-20 ga                            0
1597    ....5    HW-30022-01       wire 22awg blk/brn                                0
1598    ....5    HW-30022-02       wire 22awg blk/red                                0
1599    ....5    HW-30022-03       wire 22awg blk/org                                0
1600    ....5    HW-30022-04       wire 22awg blk/yel                                0
1601    ....5    HW-30022-05       wire 22AWG blk/grn                                0
1602    ....5    HW-30022-06       wire 22awg blk/blu                                0
1603    ....5    HW-30022-07       wire 22awg blk/vio                                0
1604    ....5    HW-30022-08       wire 22awg blk/gry                                0
1605    ....5    HW-30022-81       wire 22awg gry/brn                                0
1606    ....5    HW-30022-82       wire 22awg gry/red                                0
1607    ....5    HW-30022-6        wire 22AWG blu                                    0
1608    ....5    HW-30022-84       wire 22awg gry/yel                                0
1609    ....5    HW-30022-31       wire 22awg org/brn                                0
1610    ....5    HW-30022-32       wire 22awg org/red                                0
1611    ....5    HW-30022-30       wire 22awg org/blk                                0
1612    ....5    HW-30022-34       wire 22awg org/yel                                0
1613    ....5    HW-30022-35       wire-22awg org/grn                                0
1614    ....5    HW-30022-36       wire 22awg org/blu                                0
1615    ....5    HW-30022-37       wire 22awg org/vio                                0
1616    ....5    HW-30022-38       wire 22awg org/gry                                0
1617    ....5    HW-30022-83       wire 22awg gry/org                                0
1618    ....5    HW-30022-80       wire 22awg gry/blk                                0
1619    ....5    HW-30022-87       wire 22awg gry/vio                                0
1620    ....5    HW-30022-0        wire 22awg black                                  0
1621    ....5    HW-30018-20       wire 18awg red/blk                                0
1622    ....5    HW-30018-21       wire 18awg red/brn                                0
1623    ....5    HW-30018-23       wire 18awg red/org                                0
1624    ....5    HW-30018-24       wire 18awg red/yel                                0
1625    ....5    HW-30018-25       wire 18awg red/grn                                0
1626    ....5    HW-30018-26       wire 18awg red/blu                                0
1627    ....5    HW-30018-27       wire 18awg red/vio                                0
1628    ....5    HW-30018-28       wire 18awg red/gry                                0
1629    ....5    HW-30018-0        wire 18awg black                                  0
1630    ....5    HW-30018-3        wire 18awg orange                                 0
1631    ....5    HW-30018-29       wire 18awg red/wht                                0
1632    ....5    HW-30018-84       wire 18awg gry/yel                                0
1633    ....5    HW-30018-61       wire 18awg blu/brn                                0
1634    ....5    HW-30018-62       wire 18awg blu/red                                0
1635    ....5    HW-30018-63       wire 18awg blu/org                                0
1636    ....5    HW-30018-64       wire 18awg blu/yel                                0
1637    ....5    HW-30018-65       wire 18awg blu/grn                                0
1638    ....5    HW-30018-60       wire 18awg blu/blk                                0
1639    ....5    HW-30018-67       wire 18awg blu/vio                                0
1640    ....5    HW-30018-68       wire 18awg blu/gry                                0
1641    ....5    HW-30018-71       wire 18awg vio/brn                                0
1642    ....5    HW-30018-72       wire 18awg vio/red                                0
1643    ....5    HW-30018-73       wire 18awg vio/org                                0
1644    ....5    HW-30018-74       wire 18awg vio/yel                                0
1645    ....5    HW-30018-75       wire 18awg vio/grn                                0
1646    ....5    HW-30018-76       wire 18awg vio/blu                                0
1647    ....5    HW-30018-70       wire 18awg vio/blk                                0
1648    ....5    HW-30018-78       wire 18awg vio/grey                               0
1649    ....5    HW-30018-90       wire 18awg wht/blk                                0
1650    ....5    HW-30018-93       wire 18awg wht/org                                0
1651    ....5    HW-30018-97       wire 18awg wht/vio                                0
1652    ....5    HW-30022-19       wire 22awg brn/wht                                0
1653    ....5    HW-30022-39       wire 22awg org/wht                                0
1654    ....5    HW-30022-49       wire 22awg yel/wht                                0
1655    ....5    HW-30022-69       wire 22awg blu/wht                                0
1656    ....5    HW-30022-79       wire 22awg vio/wht                                0
1657    ....5    HW-30022-89       wire 22awg gry/wht                                0
1658    ....5    HW-30022-09       wire 22awg blk/wht                                0
1659    ....5    HW-30022-10       wire 22awg brn/blk                                0
1660    ....5    HW-30022-12       wire 22awg brn/red                                0
1661    ....5    HW-30022-13       wire 22awg brn/org                                0
1662    ....5    HW-30022-14       wire 22awg brn/yel                                0
1663    ....5    HW-30022-41       wire 22awg yel/brn                                0
1664    ....5    HW-30022-42       wire 22awg yel/red                                0
1665    ....5    HW-30022-43       wire 22awg yel/org                                0
1666    ....5    HW-30022-85       wire 22awg gry/grn                                0
1667    ....5    HW-30022-86       wire 22awg gry/blu                                0
1668    ....5    HW-30022-51       wire 22awg grn/brn                                0
1669    ....5    HW-30022-52       wire 22awg grn/red                                0
1670    ....5    HW-30022-53       wire 22awg grn/org                                0
1671    ....5    HW-30022-91       wire 22awg wht/brn                                0
1672    ....5    HW-30022-92       wire 22awg wht/red                                0
1673    ....5    HW-30022-93       wire 22awg wht/org                                0
1674    ....5    HW-30022-94       wire 22awg wht/yel                                0
1675    ....5    HW-30022-9        wire 22awg white                                  0
1676    ..3      H-23420           cabinet sw/lamp cable                             1
1677    ...4     03-7520-2         tie wrap-nylon 3 7/8                             10
1678    ...4     5792-12116-04     4R MT/END 22/100                                  1
1679    ...4     5792-12116-12     12r mt/end 22/.100                                1
1680    ...4     5792-12116-15     15 pin mt/end .100                                2
1681    ...4     5792-12535-04     4r mt/thru 22/100                                 1
1682    ...4     5792-13355-02     conn-female wire mnt 0.165 ctr                    1
1683    ...4     5794-13167-04     conn cover end or thru .100                       2
1684    ...4     5794-13167-12     conn cover end or thru .100                       1
1685    ...4     5821-13771-02     socket-female minifit BMI                         2
1686    ...4     5794-13167-15     conn cover end or thru .100                       2
1687    ...4     5822-10872-01     term 22-18 tab.187                                6
1688    ...4     5822-10872-02     term 22-18 tab.250                                6
1689    ...4     5823-12119-00     plz key-mt .100                                   5
1690    ...4     RM-35-4           label color code pink                             1
1691    ...4     CW-30022-0        wire 22awg black                                248
1692    ...4     CW-30022-01       wire 22awg blk/brn                               20
1693    ...4     CW-30022-02       wire 22awg blk/red                               13
1694    ...4     CW-30022-03       wire 22awg blk/org                               55
1695    ...4     CW-30022-51       wire 22awg grn/brn                               16
1696    ...4     CW-30022-52       wire 22awg grn/red                               62
1697    ...4     CW-30022-93       wire 22awg wht/org                               78
1698    ...4     CW-30022-41       wire 22awg yel/brn                               17
1699    ...4     CW-30022-42       wire 22awg yel/red                               62
1700    ...4     CW-30022-13       wire 22awg brn/org                               79
1701    ...4     CW-30022-05       wire 22awg blk/grn                               63
1702    ...4     CW-30022-06       wire 22awg blk/blu                               17
1703    ...4     CW-30022-07       wire 22awg blk/vio                               63
1704    ...4     CW-30022-08       wire 22awg blk/gry                               17
1705    ..3      RM-66-01          protective tape-clear                            86
1706    ..3      RM-37-11          flexible grommet .155x.200x.17                    2
1707    ..3      01-3535           plate-rod mounting                                1
1708    ..3      01-15136-2        plate-lock                                        1
1709    ..3      01-15152          cam-hand molding lock                             1
1710    ..3      01-15157          plate-flipper button assy                         2
1711    ..3      01-14085.1        brkt-hasp hinge                                   1
1712    ..3      01-14086.1        brkt-hasp staple                                  1
1713    ..3      01-15214          cover-hole                                        1
1714    ..3      02-3179-1         spacer-bar support                                1
1715    ..3      03-7135-1         plfd molding                                      2
1716    ..3      03-7655-8         "clamp cable 1/2""dia"                            6
1717    ..3      03-7655-24        "clamp cable 1 1/2""dia"                          3
1718    ..3      03-7655-12        "clamp cable 3/4""dia"                            4
1719    ..3      03-7933           "tie wrap-8 1/2"""                                5
1720    ..3      03-8091           rear molding                                      1
1721    ..3      03-9991           vent screen-cabinet                               1
1722    ..3      03-10011          tube-cover stop                                   1
1723    ..3      03-8603-3         screen vent speaker                               1
1724    ..3      03-7655-16        "clamp cable 1""dia"                             11
1725    ..3      04-12596.1        drip plate                                        1
1726    ..3      04-12753.3        cabinet-50069                                     1
1727    ...4     01-15132-1        plfd slide track-right                            0
1728    ...4     01-15132-2        plfd slide track-left                             0
1729    ...4     4422-01117-00     nut 3/8-16 hex                                    0
1730    ...4     4322-01222-22     blt 3/8-16x1 3/8 flh rib neck                     0
1731    ...4     02-4329           "pivot nut-1/2"""                                 0
1732    ...4     4700-00095-00     fw .437X1.00X.093                                 0
1733    ...4     01-15212          brkt-cabinet corner                               0
1734    ...4     4508-01106-32     "sss 8-32x 2"""                                   0
1735    ...4     4508-01106-20     sss 8-32x 1.25                                    0
1736    ..3      04-10346.1        tilt mechanism                                    1
1737    ..3      04-12329.1        pwr driver pcb asy-pin 2000                       1
1738    ..3      04-12610          stay-arm                                          1
1739    ..3      20-10704-1        slit hose sleeve 1.25 black                       1
1740    ..3      20-9223           "1/4"" ground braid"                            220
1741    ..3      20-10690          lock                                              1
1742    ..3      20-10696          start button-round                                1
1743    ..3      23-6303           "white rubber ring 1 1/4"""                       1
1744    ..3      4010-01006-08     ms 10-32x1/2 p-ph-s                               3
1745    ..3      4320-01234-34     blt 1/4-20x 2 1/8 fl ribneck                      1
1746    ..3      4004-01003-05     ms 4-40X5/16 p-ph-s                               2
1747    ..3      4108-01219-16     sms #8 x 1 pin hd-ab spcl                         2
1748    ..3      4308-01123-20B    blt 8-32x1-1/4 cb                                 2
1749    ..3      4320-01123-22B    blt 1/4-20 x 1 3/8cb                              8
1750    ..3      4320-01163-16B    "bolt 1/4-20 x 1"" hh-s blk"                      4
1751    ..3      4408-01128-00     nut 8-32 keps                                    11
1752    ..3      4408-01119-00     nut 8-32 esn                                      1
1753    ..3      4420-01119-01     nut 1/4-20 esma-nte                               1
1754    ..3      4420-01141-00     nut 1/4-20 flangrip                               8
1755    ..3      4700-00023-00     fw .203X.625X.059                                 2
1756    ..3      4700-00033-00     fw .265X.750X.067                                 1
1757    ..3      5610-15930-01     transformer p2000                                 1
1758    ..3      5102-14793-00     line filter-enhanced dif.att                      1
1759    ..3      16-9897           label-notice stay arm                             1
1760    ..3      4108-01219-08     sms #8 X 1/2 pin hd-ab spcl                      14
1761    ..3      4108-01219-10Y    sms #8x5/8 pin hd-ab spcl-yelo                   48
1762    ..3      16-9896           label-stay arm                                    1
1763    .2       A-22956-33        country specific assy-usa                         1
1764    ..3      H-22990.1-1       volt program jump cable-dom                       1
1765    ...4     5791-13225-12     .084 plus housing 12 pin                          1
1766    ...4     5820-13226-00     .084 male pin 14-20 ga                            8
1767    ...4     HW-60018-0        wire 18awg black                                  8
1768    ...4     HW-60018-9        wire 18awg white                                  8
1769    ..3      01-14016          plate-cash box lock                               1
1770    ..3      01-6389-1         brkt nest                                         1
1771    ..3      04-12628.2        brkt-safety                                       1
1772    ..3      09-96032-33       coin dr 2 slot pin 2000-usa                       1
1773    ..3      16-9668           label-fuse 5a time delay                          1
1774    ..3      4008-01059-14     ms 8-32X7/8 sl-hwh                                2
1775    ..3      4320-01123-22B    blt 1/4-20 x 1 3/8cb                              4
1776    ..3      4420-01141-00     nut 1/4-20 flangrip                               4
1777    ..3      4108-01219-08     sms #8 X 1/2 pin hd-ab spcl                       2
1778    ..3      5731-14046-00     fuse sb t5a 5x20mm                                1
1779    ..3      5797-13606-00     pin jumper plug-mars                              1
1780    ..3      5850-13271-00     line cordset-North America                        1
1781    ..3      5850-14052-00     power adptr iec/f to nema/f                       1
1782    1        53369-FCS         usa-specfic final assy                            1
1783    .2       50069-F           star wars-eps I final assy                        1
1784    ..3      A-22997           hand molding assy                                 1
1785    ...4     02-5473.1         lock pin-hand molding                             1
1786    ...4     03-10014          bushing-lock pin                                  1
1787    ...4     04-12625          hand molding weldment                             1
1788    ....5    01-15147          U brkt hand molding                               0
1789    ....5    4324-01225-20     U blt 5/16-18x1 1/4 weldbolt                      0
1790    ...4     10-549            spring compression hand mold                      1
1791    ...4     20-10691          bumper glass trimlock                             2
1792    ...4     4425-01135-00     nut 5/16-18 jam                                   1
1793    ...4     23-6534           "rubber protector  20""in"                        1
1794    ...4     4408-01119-01     nut 8-32 esna/ntm                                 1
1795    ...4     RM-66-01          protective tape-clear                            24
1796    ..3      A-23008           bottom arch assy-50069                            1
1797    ...4     03-8544-1         grommet-plastic stud                              2
1798    ...4     03-9883.3-2       bottom arch-50069                                 1
1799    ...4     31-3540-1         decals-bottom arch                                1
1800    ...4     31-3540-2         decals-bottom arch                                1
1801    ...4     31-3540-3         decals-bottom arch                                1
1802    ...4     31-3540-4         decals-bottom arch                                1
1803    ..3      A-23167           bottom arch support assy                          1
1804    ...4     16-9210-1         label-bottom arch caution                         1
1805    ...4     01-15203          bottom arch support                               1
1806    ..3      01-14084.2        plate-hasp slotted                                1
1807    ..3      03-7520-3         "tie wrap-nylon 5 1/2"""                          1
1808    ..3      04-12739.1        tinted plfd glass w/decal                         1
1809    ..3      04-12869          leg assy-heavy                                    4
1810    ..3      08-8359           front panel insert                                1
1811    ..3      08-8360           back panel pad                                    1
1812    ..3      08-8361           top pad                                           1
1813    ..3      08-8481           carton-outer cab                                  1
1814    ..3      08-8364           side rail                                         2
1815    ..3      08-8365           leg & cashbox holder                              1
1816    ..3      08-8366           leg carton insert                                 1
1817    ..3      16-9441           label-set bar code                                1
1818    ..3      16-10985          label-epilepsy warning                            1
1819    ..3      16-10657-4        label-mfg location(waukegan)                      1
1820    ..3      16-11100          sheet-glass shipment                              1
1821    ..3      20-10291-9        "hose clamp-3/4"""                                1
1822    ..3      23-6848           foam insert                                       1
1823    ..3      4700-00023-00     fw .203X.625X.059                                 2
1824    ..3      4108-01219-12     sms #8 X 3/4 pin hd-ab spcl                       2
1825    ..3      4008-01227-10     ms 8-32x 5/8 pin head sems                        2
1826    .2       A-23165-33        50069 envelope assy-usa                           1
1827    ..3      16-9045           card-flipper gauge                                1
1828    ..3      20-10132          envelope-12 1/2 x 18 1/2                          1
1829    ..3      03-7557           kicker protector mylar                            2
1830    ..3      16-9832           dbv/stkr field instructions                       1
1831    ..3      16-10882          manual-schematic pin2000                          1
1832    ..3      16-10650          game registration card                            1
1833    ..3      16-50069.1-101    manual-star wars production                       1
1834    .2       A-23139           4 ball cashbox assy-cashflow                      1
1835    ..3      A-17431           c/box cover assy multiple                         1
1836    ...4     01-11839          cover-cashbox                                     1
1837    ...4     01-9989           cashbox handle                                    1
1838    ...4     4008-01041-06     ms 8-32X3/8 p-flh                                 2
1839    ...4     4700-00023-00     fw .203X.625X.059                                 2
1840    ...4     4408-01119-01     nut 8-32 esna/ntm                                 2
1841    ..3      A-23139-1         cashbox part assy                                 1
1842    ...4     08-7377           "leveler-leg adjuster 3.0"""                      4
1843    ...4     20-6502-A         plumb bob                                         1
1844    ...4     20-9620           key T-20 TR-TX long arm                           1
1845    ...4     4422-01117-00     nut 3/8-16 hex                                    4
1846    ...4     20-10289          tinnerman fastener                                1
1847    ..3      A-23139-2         cashbox sub assy                                  1
1848    ...4     03-8753           flipper link                                      2
1849    ...4     03-8194           flipper gauge                                     1
1850    ...4     20-9370-1         pin spl 5/32 x 7/16                               2
1851    ...4     02-4352-2         bushing-pivot                                     4
1852    ....5    02-4352-3         bushing-pivot                                     4
1853    ...4     4322-01228-12     cs 3/8-16x 3/4 btn hd n-ptch                      4
1854    ...4     4700-00111-00     fw .390x.875x.062 blk                             4
1855    ..3      A-23139-3         cashbox sub assy                                  1
1856    ...4     23-6767           tubing-bulb extractor                             1
1857    ...4     24-6549           bulb-#44                                          6
1858    ...4     24-8704           bulb #89                                          2
1859    ...4     24-8767           socket-pcb twist                                  1
1860    ...4     24-8768           bulb #555 6.3Volts .25Amps                        5
1861    ...4     24-8802           bulb #906 13V 0.69                                1
1862    ...4     24-8803           socket-large pcb twist                            1
1863    ...4     5731-14530-00     fuse 5x20mm T4a 250v                              1
1864    ...4     5731-14529-00     fuse 5x20mm T6.3a 250v                            1
1865    ...4     5731-14046-00     fuse sb t5a 5x20mm                                1
1866    ..3      03-10024          seperator-pcb                                     1
1867    ..3      03-7626           cashbox-pin                                       1
1868    ...4     03-7626.1         cashbox-pin                                       1
1869    ..3      08-7550           carton-cashbox pad                                1
1870    ..3      20-6500           ball-steel 1-1/16                                 4
1871    ..3      16-10208          sheet-instruction                                 1
1872    ..3      16-9625.5-5       sheet-cash box contents                           1
1873    ..3      20-10706-1        key 1/4 hex                                       1
1874    ..3      20-10706-2        key 7/32 hex                                      1
1875    .2       16-10139          label-warning fcc/canada                          1
1876    .2       16-10763          label ul cul                                      1
