ITEM #  LEVEL    PART NUMBER       DESCRIPTION                                   #USED
1513    ....5    HW-30022-17       wire 22awg brn/vio                                0
1514    ....5    HW-30022-18       wire 22awg brn/gry                                0
1515    ....5    HW-30018-45       wire 18awg yel/grn                                0
1516    ....5    HW-30018-35       wire 18awg org/grn                                0
1517    ....5    HW-30018-46       wire 18awg yel/blu                                0
1518    ....5    HW-30018-36       wire 18awg org/blu                                0
1519    ....5    HW-30018-47       wire 18awg yel/vio                                0
1520    ....5    HW-30018-37       wire 18awg org/vio                                0
1521    ....5    HW-30018-48       wire 18awg yel/gry                                0
1522    ....5    HW-30018-38       wire 18awg org/gry                                0
1523    ....5    HW-30018-01       wire 18awg blk/brn                                0
1524    ....5    HW-30018-02       wire 18awg blk/red                                0
1525    ....5    HW-30018-10       wire 18awg brn/blk                                0
1526    ....5    HW-30018-12       wire 18awg brn/red                                0
1527    ....5    HW-30018-13       wire 18awg brn/org                                0
1528    ....5    HW-30018-14       wire 18awg brn/yel                                0
1529    ....5    HW-30018-15       wire 18awg brn/grn                                0
1530    ....5    HW-30018-16       wire 18awg brn/blu                                0
1531    ....5    HW-30018-17       wire 18awg brn/vio                                0
1532    ....5    HW-30018-18       wire 18awg brn/gry                                0
1533    ....5    HW-30018-03       wire 18awg blk/org                                0
1534    ....5    HW-30018-04       wire 18awg blk/yel                                0
1535    ..3      H-22740-2.2       cabinet cable                                     1
1536    ...4     03-7520-2         tie wrap-nylon 3 7/8                             32
1537    ...4     5791-13225-04     .084 plus housing 6 pin                           1
1538    ...4     5791-13225-06     .084 plus housing 6 pin                           1
1539    ...4     5791-13225-09     .084 plus housing 6 pin                           1
1540    ...4     5791-13225-15     "term 24-18, m&L female"                          1
1541    ...4     5792-13355-08     conn-female wire mnt 0.165 ctr                    1
1542    ...4     5792-13355-10     conn-female wire mnt 0.165 ctr                    1
1543    ...4     5792-13355-14     conn-female wire mnt 0.165 ctr                    1
1544    ...4     5792-13355-16     conn-female wire mnt 0.165 ctr                    1
1545    ...4     5792-13355-20     conn-female wire mnt 0.165 ctr                    1
1546    ...4     5792-13355-22     conn-female wire mnt 0.165 ctr                    1
1547    ...4     5792-13355-24     conn-female wire mnt 0.165 ctr                    3
1548    ...4     RM-35-1           label-color code white                            1
1549    ...4     04-12743.1        cabinet wire & lug                                1
1550    ....5    5821-13771-02     socket-female minifit BMI                         0
1551    ....5    5820-13226-00     .084 male pin 14-20 ga                            0
1552    ....5    HW-30022-01       wire 22awg blk/brn                                0
1553    ....5    HW-30022-02       wire 22awg blk/red                                0
1554    ....5    HW-30022-03       wire 22awg blk/org                                0
1555    ....5    HW-30022-04       wire 22awg blk/yel                                0
1556    ....5    HW-30022-05       wire 22AWG blk/grn                                0
1557    ....5    HW-30022-06       wire 22awg blk/blu                                0
1558    ....5    HW-30022-07       wire 22awg blk/vio                                0
1559    ....5    HW-30022-08       wire 22awg blk/gry                                0
1560    ....5    HW-30022-81       wire 22awg gry/brn                                0
1561    ....5    HW-30022-82       wire 22awg gry/red                                0
1562    ....5    HW-30022-6        wire 22AWG blu                                    0
1563    ....5    HW-30022-84       wire 22awg gry/yel                                0
1564    ....5    HW-30022-31       wire 22awg org/brn                                0
1565    ....5    HW-30022-32       wire 22awg org/red                                0
1566    ....5    HW-30022-30       wire 22awg org/blk                                0
1567    ....5    HW-30022-34       wire 22awg org/yel                                0
1568    ....5    HW-30022-35       wire-22awg org/grn                                0
1569    ....5    HW-30022-36       wire 22awg org/blu                                0
1570    ....5    HW-30022-37       wire 22awg org/vio                                0
1571    ....5    HW-30022-38       wire 22awg org/gry                                0
1572    ....5    HW-30022-83       wire 22awg gry/org                                0
1573    ....5    HW-30022-80       wire 22awg gry/blk                                0
1574    ....5    HW-30022-87       wire 22awg gry/vio                                0
1575    ....5    HW-30022-0        wire 22awg black                                  0
1576    ....5    HW-30018-20       wire 18awg red/blk                                0
1577    ....5    HW-30018-21       wire 18awg red/brn                                0
1578    ....5    HW-30018-23       wire 18awg red/org                                0
1579    ....5    HW-30018-24       wire 18awg red/yel                                0
1580    ....5    HW-30018-25       wire 18awg red/grn                                0
1581    ....5    HW-30018-26       wire 18awg red/blu                                0
1582    ....5    HW-30018-27       wire 18awg red/vio                                0
1583    ....5    HW-30018-28       wire 18awg red/gry                                0
1584    ....5    HW-30018-0        wire 18awg black                                  0
1585    ....5    HW-30018-3        wire 18awg orange                                 0
1586    ....5    HW-30018-29       wire 18awg red/wht                                0
1587    ....5    HW-30018-84       wire 18awg gry/yel                                0
1588    ....5    HW-30018-61       wire 18awg blu/brn                                0
1589    ....5    HW-30018-62       wire 18awg blu/red                                0
1590    ....5    HW-30018-63       wire 18awg blu/org                                0
1591    ....5    HW-30018-64       wire 18awg blu/yel                                0
1592    ....5    HW-30018-65       wire 18awg blu/grn                                0
1593    ....5    HW-30018-60       wire 18awg blu/blk                                0
1594    ....5    HW-30018-67       wire 18awg blu/vio                                0
1595    ....5    HW-30018-68       wire 18awg blu/gry                                0
1596    ....5    HW-30018-71       wire 18awg vio/brn                                0
1597    ....5    HW-30018-72       wire 18awg vio/red                                0
1598    ....5    HW-30018-73       wire 18awg vio/org                                0
1599    ....5    HW-30018-74       wire 18awg vio/yel                                0
1600    ....5    HW-30018-75       wire 18awg vio/grn                                0
1601    ....5    HW-30018-76       wire 18awg vio/blu                                0
1602    ....5    HW-30018-70       wire 18awg vio/blk                                0
1603    ....5    HW-30018-78       wire 18awg vio/grey                               0
1604    ....5    HW-30018-90       wire 18awg wht/blk                                0
1605    ....5    HW-30018-93       wire 18awg wht/org                                0
1606    ....5    HW-30018-97       wire 18awg wht/vio                                0
1607    ....5    HW-30022-19       wire 22awg brn/wht                                0
1608    ....5    HW-30022-39       wire 22awg org/wht                                0
1609    ....5    HW-30022-49       wire 22awg yel/wht                                0
1610    ....5    HW-30022-69       wire 22awg blu/wht                                0
1611    ....5    HW-30022-79       wire 22awg vio/wht                                0
1612    ....5    HW-30022-89       wire 22awg gry/wht                                0
1613    ....5    HW-30022-09       wire 22awg blk/wht                                0
1614    ....5    HW-30022-10       wire 22awg brn/blk                                0
1615    ....5    HW-30022-12       wire 22awg brn/red                                0
1616    ....5    HW-30022-13       wire 22awg brn/org                                0
1617    ....5    HW-30022-14       wire 22awg brn/yel                                0
1618    ....5    HW-30022-41       wire 22awg yel/brn                                0
1619    ....5    HW-30022-42       wire 22awg yel/red                                0
1620    ....5    HW-30022-43       wire 22awg yel/org                                0
1621    ....5    HW-30022-85       wire 22awg gry/grn                                0
1622    ....5    HW-30022-86       wire 22awg gry/blu                                0
1623    ....5    HW-30022-51       wire 22awg grn/brn                                0
1624    ....5    HW-30022-52       wire 22awg grn/red                                0
1625    ....5    HW-30022-53       wire 22awg grn/org                                0
1626    ....5    HW-30022-91       wire 22awg wht/brn                                0
1627    ....5    HW-30022-92       wire 22awg wht/red                                0
1628    ....5    HW-30022-93       wire 22awg wht/org                                0
1629    ....5    HW-30022-94       wire 22awg wht/yel                                0
1630    ....5    HW-30022-9        wire 22awg white                                  0
1631    ..3      H-22736           secondary power cable                             1
1632    ...4     03-7520-2         tie wrap-nylon 3 7/8                              7
1633    ...4     5792-13224-12     .084 cap housing 12 pin                           1
1634    ...4     5791-13225-12     .084 plus housing 12 pin                          1
1635    ...4     5820-13226-00     .084 male pin 14-20 ga                           10
1636    ...4     5821-13222-00     .084 female socket pin 14-20ga                   10
1637    ...4     HW-60018-69       wire 18awg blu/wht                               58
1638    ...4     HW-60018-96       wire 18awg wht/blu                               58
1639    ...4     HW-60018-04       wire 18awg blk/yel                               58
1640    ...4     HW-60018-92       wire 18awg wht/red                               58
1641    ...4     HW-60018-95       wire 18awg wht/grn                               58
1642    ..3      H-23420           cabinet sw/lamp cable                             1
1643    ...4     03-7520-2         tie wrap-nylon 3 7/8                             10
1644    ...4     5792-12116-04     4R MT/END 22/100                                  1
1645    ...4     5792-12116-12     12r mt/end 22/.100                                1
1646    ...4     5792-12116-15     15 pin mt/end .100                                2
1647    ...4     5792-12535-04     4r mt/thru 22/100                                 1
1648    ...4     5792-13355-02     conn-female wire mnt 0.165 ctr                    1
1649    ...4     5794-13167-04     conn cover end or thru .100                       2
1650    ...4     5794-13167-12     conn cover end or thru .100                       1
1651    ...4     5821-13771-02     socket-female minifit BMI                         2
1652    ...4     5794-13167-15     conn cover end or thru .100                       2
1653    ...4     5822-10872-01     term 22-18 tab.187                                6
1654    ...4     5822-10872-02     term 22-18 tab.250                                6
1655    ...4     5823-12119-00     plz key-mt .100                                   5
1656    ...4     RM-35-4           label color code pink                             1
1657    ...4     CW-30022-0        wire 22awg black                                248
1658    ...4     CW-30022-01       wire 22awg blk/brn                               20
1659    ...4     CW-30022-02       wire 22awg blk/red                               13
1660    ...4     CW-30022-03       wire 22awg blk/org                               55
1661    ...4     CW-30022-51       wire 22awg grn/brn                               16
1662    ...4     CW-30022-52       wire 22awg grn/red                               62
1663    ...4     CW-30022-93       wire 22awg wht/org                               78
1664    ...4     CW-30022-41       wire 22awg yel/brn                               17
1665    ...4     CW-30022-42       wire 22awg yel/red                               62
1666    ...4     CW-30022-13       wire 22awg brn/org                               79
1667    ...4     CW-30022-05       wire 22awg blk/grn                               63
1668    ...4     CW-30022-06       wire 22awg blk/blu                               17
1669    ...4     CW-30022-07       wire 22awg blk/vio                               63
1670    ...4     CW-30022-08       wire 22awg blk/gry                               17
1671    ..3      RM-37-11          flexible grommet .155x.200x.17                    2
1672    ..3      RM-66-01          protective tape-clear                            86
1673    ..3      01-15152          cam-hand molding lock                             1
1674    ..3      01-15157          plate-flipper button assy                         2
1675    ..3      01-14085.1        brkt-hasp hinge                                   1
1676    ..3      01-14086.1        brkt-hasp staple                                  1
1677    ..3      01-15136-2        plate-lock                                        1
1678    ..3      01-15184          brkt-launch button                                1
1679    ..3      01-15214          cover-hole                                        1
1680    ..3      02-3179           spacer-bar support                                1
1681    ..3      03-7135-1         plfd molding                                      2
1682    ..3      03-7655-8         "clamp cable 1/2""dia"                            7
1683    ..3      03-7655-12        "clamp cable 3/4""dia"                            3
1684    ..3      03-7655-24        "clamp cable 1 1/2""dia"                          2
1685    ..3      03-7933           "tie wrap-8 1/2"""                                3
1686    ..3      03-8091           rear molding                                      1
1687    ..3      03-9991           vent screen-cabinet                               1
1688    ..3      03-10011          tube-cover stop                                   1
1689    ..3      03-8603-3         screen vent speaker                               1
1690    ..3      03-7655-16        "clamp cable 1""dia"                             12
1691    ..3      04-12596.1        drip plate                                        1
1692    ..3      04-10346.1        tilt mechanism                                    1
1693    ..3      04-12329.1        pwr driver pcb asy-pin 2000                       1
1694    ..3      04-12610          stay-arm                                          1
1695    ..3      04-12480.8        cabinet-50070                                     1
1696    ..3      20-9223           "1/4"" ground braid"                            202
1697    ..3      20-10704-1        slit hose sleeve 1.25 black                       1
1698    ..3      20-10690          lock                                              1
1699    ..3      20-10696          start button-round                                1
1700    ..3      20-10692-1        square push button w/sw-launch                    1
1701    ..3      23-6303           "white rubber ring 1 1/4"""                       1
1702    ..3      4004-01003-05     ms 4-40X5/16 p-ph-s                               2
1703    ..3      4108-01219-16     sms #8 x 1 pin hd-ab spcl                         4
1704    ..3      4308-01123-18B    blt 8-32X1 1/8 cb                                 2
1705    ..3      4310-01190-36B    blt 10-24 x 2 1/4 step                            1
1706    ..3      4320-01123-22B    blt 1/4-20 x 1 3/8cb                              6
1707    ..3      4320-01163-16     blt 1/4-20x1 hh-s                                 4
1708    ..3      4408-01128-00     nut 8-32 keps                                    14
1709    ..3      4408-01119-00     nut 8-32 esn                                      1
1710    ..3      4410-01119-00     nut 10-24 esn                                     1
1711    ..3      4420-01141-00     nut 1/4-20 flangrip                               6
1712    ..3      4700-00023-00     fw .203X.625X.059                                 3
1713    ..3      A-9818-4          "ground braid assy-36"""                          1
1714    ...4     20-9223           "1/4"" ground braid"                             36
1715    ...4     5825-06523-00     solder lug #8 flat                                1
1716    ..3      5610-15930-00     transformer p2000                                 1
1717    ..3      5102-14793-00     line filter-enhanced dif.att                      1
1718    ..3      16-9897           label-notice stay arm                             1
1719    ..3      4108-01219-08     sms #8 X 1/2 pin hd-ab spcl                       9
1720    ..3      4108-01219-10Y    sms #8x5/8 pin hd-ab spcl-yelo                   60
1721    ..3      16-9896           label-stay arm                                    1
1722    .2       A-22956-33        country specific assy-usa                         1
1723    ..3      H-22990.1-1       volt program jump cable-dom                       1
1724    ...4     5791-13225-12     .084 plus housing 12 pin                          1
1725    ...4     5820-13226-00     .084 male pin 14-20 ga                            8
1726    ...4     HW-60018-0        wire 18awg black                                  8
1727    ...4     HW-60018-9        wire 18awg white                                  8
1728    ..3      01-14016          plate-cash box lock                               1
1729    ..3      01-6389-1         brkt nest                                         1
1730    ..3      04-12628.2        brkt-safety                                       1
1731    ..3      09-96032-33       coin dr 2 slot pin 2000-usa                       1
1732    ..3      16-9668           label-fuse 5a time delay                          1
1733    ..3      4008-01059-14     ms 8-32X7/8 sl-hwh                                2
1734    ..3      4320-01123-22B    blt 1/4-20 x 1 3/8cb                              4
1735    ..3      4420-01141-00     nut 1/4-20 flangrip                               4
1736    ..3      4108-01219-08     sms #8 X 1/2 pin hd-ab spcl                       2
1737    ..3      5731-14046-00     fuse sb t5a 5x20mm                                1
1738    ..3      5797-13606-00     pin jumper plug-mars                              1
1739    ..3      5850-13271-00     line cordset-North America                        1
1740    ..3      5850-14052-00     power adptr iec/f to nema/f                       1
1741    1        53370-FCS         usa-specfic final assy                            1
1742    .2       50070-F           revenge from mars-final assy                      1
1743    ..3      A-19514-6         leg assy-black ridge                              4
1744    ..3      A-22997           hand molding assy                                 1
1745    ...4     02-5473.1         lock pin-hand molding                             1
1746    ...4     03-10014          bushing-lock pin                                  1
1747    ...4     04-12625          hand molding weldment                             1
1748    ....5    01-15147          U brkt hand molding                               0
1749    ....5    4324-01225-20     U blt 5/16-18x1 1/4 weldbolt                      0
1750    ...4     10-549            spring compression hand mold                      1
1751    ...4     20-10691          bumper glass trimlock                             2
1752    ...4     4425-01135-00     nut 5/16-18 jam                                   1
1753    ...4     23-6534           "rubber protector  20""in"                        1
1754    ...4     4408-01119-01     nut 8-32 esna/ntm                                 1
1755    ...4     RM-66-01          protective tape-clear                            24
1756    ..3      A-23006           bottom arch assy-50070                            1
1757    ...4     03-8544-1         grommet-plastic stud                              2
1758    ...4     03-9883.3-1       bottom arch-50070                                 1
1759    ...4     31-3543-1A        decal-bottom arch                                 1
1760    ...4     31-3543-2A        decal-bottom arch                                 1
1761    ...4     31-3543-3A        decal-bottom arch                                 1
1762    ...4     31-3543-4         decal-bottom arch                                 1
1763    ..3      A-23167           bottom arch support assy                          1
1764    ...4     16-9210-1         label-bottom arch caution                         1
1765    ...4     01-15203          bottom arch support                               1
1766    ..3      01-14084.2        plate-hasp slotted                                1
1767    ..3      03-7520-3         "tie wrap-nylon 5 1/2"""                          1
1768    ..3      04-12739.1        tinted plfd glass w/decal                         1
1769    ..3      08-8359           front panel insert                                1
1770    ..3      08-8360           back panel pad                                    1
1771    ..3      08-8361           top pad                                           1
1772    ..3      08-8363           carton-outer cabinet                              1
1773    ..3      08-8364           side rail                                         2
1774    ..3      08-8365           leg & cashbox holder                              1
1775    ..3      08-8366           leg carton insert                                 1
1776    ..3      16-9441           label-set bar code                                1
1777    ..3      16-10657-4        label-mfg location(waukegan)                      1
1778    ..3      16-10988          condensed assy-instructions                       1
1779    ..3      16-10985          label-epilepsy warning                            1
1780    ..3      20-10291-9        "hose clamp-3/4"""                                1
1781    ..3      4700-00023-00     fw .203X.625X.059                                 2
1782    ..3      4108-01219-12     sms #8 X 3/4 pin hd-ab spcl                       2
1783    ..3      4008-01227-10     ms 8-32x 5/8 pin head sems                        2
1784    .2       A-23139           4 ball cashbox assy-cashflow                      1
1785    ..3      A-17431           c/box cover assy multiple                         1
1786    ...4     01-11839          cover-cashbox                                     1
1787    ...4     01-9989           cashbox handle                                    1
1788    ...4     4008-01041-06     ms 8-32X3/8 p-flh                                 2
1789    ...4     4700-00023-00     fw .203X.625X.059                                 2
1790    ...4     4408-01119-01     nut 8-32 esna/ntm                                 2
1791    ..3      A-23139-1         cashbox part assy                                 1
1792    ...4     08-7377           "leveler-leg adjuster 3.0"""                      4
1793    ...4     20-6502-A         plumb bob                                         1
1794    ...4     20-9620           key T-20 TR-TX long arm                           1
1795    ...4     4422-01117-00     nut 3/8-16 hex                                    4
1796    ...4     20-10289          tinnerman fastener                                1
1797    ..3      A-23139-2         cashbox sub assy                                  1
1798    ...4     03-8753           flipper link                                      2
1799    ...4     03-8194           flipper gauge                                     1
1800    ...4     20-9370-1         pin spl 5/32 x 7/16                               2
1801    ...4     02-4352-2         bushing-pivot                                     4
1802    ....5    02-4352-3         bushing-pivot                                     4
1803    ...4     4322-01228-12     cs 3/8-16x 3/4 btn hd n-ptch                      4
1804    ...4     4700-00111-00     fw .390x.875x.062 blk                             4
1805    ..3      A-23139-3         cashbox sub assy                                  1
1806    ...4     23-6767           tubing-bulb extractor                             1
1807    ...4     24-6549           bulb-#44                                          6
1808    ...4     24-8704           bulb #89                                          2
1809    ...4     24-8767           socket-pcb twist                                  1
1810    ...4     24-8768           bulb #555 6.3Volts .25Amps                        5
1811    ...4     24-8802           bulb #906 13V 0.69                                1
1812    ...4     24-8803           socket-large pcb twist                            1
1813    ...4     5731-14530-00     fuse 5x20mm T4a 250v                              1
1814    ...4     5731-14529-00     fuse 5x20mm T6.3a 250v                            1
1815    ...4     5731-14046-00     fuse sb t5a 5x20mm                                1
1816    ..3      03-10024          seperator-pcb                                     1
1817    ..3      03-7626           cashbox-pin                                       1
1818    ...4     03-7626.1         cashbox-pin                                       1
1819    ..3      08-7550           carton-cashbox pad                                1
1820    ..3      20-6500           ball-steel 1-1/16                                 4
1821    ..3      16-10208          sheet-instruction                                 1
1822    ..3      16-9625.5-5       sheet-cash box contents                           1
1823    ..3      20-10706-1        key 1/4 hex                                       1
1824    ..3      20-10706-2        key 7/32 hex                                      1
1825    .2       A-22957-33        50070 envelope assy-usa                           1
1826    ..3      16-9045           card-flipper gauge                                1
1827    ..3      20-10132          envelope-12 1/2 x 18 1/2                          1
1828    ..3      03-7557           kicker protector mylar                            2
1829    ..3      16-9832           dbv/stkr field instructions                       1
1830    ..3      16-10650          game registration card                            1
1831    ..3      16-10882          manual-schematic pin2000                          1
1832    ..3      16-50070.2-101    manual-revenge from mars oper.                    1
1833    .2       16-9319           label-caution e.o.s. switch                       1
1834    .2       16-10763          label ul cul                                      1
1835    .2       16-10139          label-warning fcc/canada                          1
